"AddressKey","AddressLine1","AddressLine2","City","StateProvince","CountryRegion","PostalCode"
1024,"9952 E. Lohman Ave.","NULL","Las Cruces","New Mexico","United States","88001"
1025,"2530 South Colorado Blvd.","NULL","Denver","Colorado","United States","80203"
1026,"955 E. County Line Rd.","NULL","Englewood","Colorado","United States","80110"
1027,"409 Santa Monica Blvd.","NULL","Santa Monica","California","United States","90401"
1028,"Mall Of Orange","NULL","Orange","California","United States","92867"
1029,"Topanga Plaza","NULL","Canoga Park","California","United States","91303"
1030,"Escondido","NULL","Escondido","California","United States","92025"
1031,"Natomas Marketplace","NULL","Sacramento","California","United States","95814"
1032,"Simi @ The Plaza","NULL","Simi Valley","California","United States","93065"
1033,"Lakewood Mall","NULL","Lakewood","California","United States","90712"
1034,"Oxnard Outlet","NULL","Oxnard","California","United States","93030"
1035,"Vista Marketplace","NULL","Alhambra","California","United States","91801"
1036,"Sports Store At Park City","NULL","Park City","Utah","United States","84098"
1037,"North County Square","NULL","Vista","California","United States","92084"
1038,"123 Camelia Avenue","NULL","Oxnard","California","United States","93030"
1039,"Mountain Square","NULL","Upland","California","United States","91786"
1040,"Fox Hills","NULL","Culver City","California","United States","90232"
1041,"Parkway Plaza","NULL","El Cajon","California","United States","92020"
1042,"Stonewood Mall","NULL","Downey","California","United States","90241"
1043,"Hanford Mall","NULL","Hanford","California","United States","93230"
1044,"Ontario Mills","NULL","Ontario","California","United States","91764"
1045,"Nut Tree Factory","NULL","Vacaville","California","United States","95688"
1046,"Rocky Mountain Pines Outlet","NULL","Loveland","Colorado","United States","80537"
1047,"Stevens Creek Shopping Center","NULL","San Jose","California","United States","95112"
1048,"Factory Merchants","NULL","Barstow","California","United States","92311"
1049,"The Citadel Commerce Plaza","NULL","City Of Commerce","California","United States","90040"
1050,"University Town Center","NULL","San Diego","California","United States","92102"
1051,"Pavillion @ Redlands","NULL","Redlands","California","United States","92373"
1052,"San Diego Factory","NULL","San Ysidro","California","United States","92173"
1053,"Pacific West Outlet","NULL","Gilroy","California","United States","95020"
1054,"Belz Factory Outlet","NULL","Las Vegas","Nevada","United States","89106"
1055,"Camarillo Athletic Stores","NULL","Camarillo","California","United States","93010"
1056,"Lake Elisnor Place","NULL","Lake Elsinore","California","United States","92530"
1057,"Norwalk Square","NULL","Norwalk","California","United States","90650"
1058,"Riverside","NULL","Sherman Oaks","California","United States","91403"
1059,"The Quad @ WestView","NULL","Whittier","California","United States","90605"
1060,"Arcadia Crossing","NULL","Phoenix","Arizona","United States","85004"
1061,"Eastern Beltway Center","NULL","Las Vegas","Nevada","United States","89106"
1062,"Factory Stores/tucson","NULL","Tucson","Arizona","United States","85701"
1063,"Viejas Outlet Center","NULL","Alpine","California","United States","91901"
1064,"West Park Plaza","NULL","Irvine","California","United States","92614"
1065,"Factory Stores Of America","NULL","Mesa","Arizona","United States","85201"
1066,"Prime Outlets","NULL","Phoenix","Arizona","United States","85004"
1067,"Bayshore Mall","NULL","Eureka","California","United States","95501"
1068,"7709 West Virginia Avenue","NULL","Phoenix","Arizona","United States","85004"
1069,"6900 Sisk Road","NULL","Modesto","California","United States","95354"
1070,"3250 Baldwin Park Blvd","NULL","Baldwin Park","California","United States","91706"
1071,"5867 Sunrise Boulevard","NULL","Citrus Heights","California","United States","95610"
1072,"6500 East Grant Road","NULL","Tucson","Arizona","United States","85701"
1073,"3065 Santa Margarita Parkway","NULL","Trabuco Canyon","California","United States","92679"
1074,"9920 Bridgepointe Parkway","NULL","San Mateo","California","United States","94404"
1075,"5525 South Hover Road","NULL","Longmont","Colorado","United States","80501"
1076,"8525 South Parker Road","NULL","Parker","Colorado","United States","80138"
1077,"7505 Laguna Boulevard","NULL","Elk Grove","California","United States","95624"
1078,"9909 W. Ventura Boulevard","NULL","Camarillo","California","United States","93010"
1079,"25150 El Camino Real","NULL","San Bruno","California","United States","94066"
1080,"2575 Rocky Mountain Ave.","NULL","Loveland","Colorado","United States","80537"
1081,"25871 North Main Street","NULL","Walnut Creek","California","United States","94596"
1082,"2551 East Warner Road","NULL","Gilbert","Arizona","United States","85233"
1083,"22589 West Craig Road","NULL","North Las Vegas","Nevada","United States","89030"
1084,"25751 University Drive","NULL","Vista","California","United States","92084"
1085,"49925 Crestview Drive N.E.","NULL","Rio Rancho","New Mexico","United States","87124"
1086,"57251 Serene Blvd","NULL","Van Nuys","California","United States","91411"
1087,"253731 West Bell Road","NULL","Surprise","Arizona","United States","85374"
1088,"99040 California Avenue","NULL","Sand City","California","United States","93955"
1089,"25620 Firestone Boulevard","NULL","Norwalk","California","United States","90650"
1090,"25130 South State Street","NULL","Sandy","Utah","United States","84070"
1091,"5500 Grossmont Center Drive","NULL","La Mesa","California","United States","91941"
1092,"99700 Bell Road","NULL","Auburn","California","United States","95603"
1093,"7750 E Marching Rd","NULL","Scottsdale","Arizona","United States","85257"
1094,"25250 N 90th St","NULL","Scottsdale","Arizona","United States","85257"
1095,"9980 S Alma School Road","NULL","Chandler","Arizona","United States","85225"
1096,"6753 Howard Hughes Parkway","NULL","Las Vegas","Nevada","United States","89106"
1097,"Corp Ofc Accts Payable","NULL","El Segundo","California","United States","90245"
1098,"Po Box 252525","NULL","Santa Ana","California","United States","92701"
1099,"62500 Neil Road","NULL","Reno","Nevada","United States","89502"
1100,"4635 S. Harrison Blvd.","NULL","Ogden","Utah","United States","84401"
1101,"825 W 500 S","NULL","Bountiful","Utah","United States","84010"
1102,"603 Gellert Blvd","NULL","Daly City","California","United States","94015"
1103,"2564 S. Redwood Rd.","NULL","Riverton","Utah","United States","84065"
1104,"9927 N. Main St.","NULL","Tooele","Utah","United States","84074"
1105,"566 S. Main","NULL","Cedar City","Utah","United States","84720"
11380,"165 North Main","NULL","Austin","Texas","United States","78701"
11381,"2000 300th Street","NULL","Denver","Colorado","United States","80203"
11382,"99 Front Street","NULL","Minneapolis","Minnesota","United States","55402"
